,property_name,host_name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,country,lat,long,availability_365,review_rating
417,Gorgeous Ocean View 2BD/2BA 106,Kh,Condominium,Entire home/apt,Real Bed,3,1125,super_strict_30,5,2.0,3.0,2,2.0,231.0,168.0,0.0,1,United States,-156.45891,20.76387,261,100.0
418,Tamarama Penthouse apartment,Lizzy,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,7,3.0,3.0,27,2.0,225.0,200.0,20.0,7,Australia,151.26982,-33.89741,0,99.0
419,HALE KIPA 2 VACATION RENTAL,Mary Kay,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,27,1.0,80.0,30.0,15.0,2,United States,-155.62344,20.03697,75,95.0
420,Ap 3 Quartos Humaita Varanda,Larissa,Apartment,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,3,1.0,2.0,0,1.0,287.0,94.07480119284294,0.0,1,Brazil,-43.20086736218796,-22.95565763906539,180,93.09924038225925
421,IPANEMA VILLE RESIDENCE,Cris,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1.0,1.0,0,1.0,1701.0,94.07480119284294,0.0,1,Brazil,-43.202238135410624,-22.9813700874583,88,93.09924038225925
422,Beautiful 3BR flat in the Center,Ayşe,Apartment,Entire home/apt,Real Bed,3,90,moderate,7,3.0,4.0,22,1.0,559.0,268.0,107.0,6,Turkey,28.9739,41.02655,338,93.0
423,Affordable and close to the city!,Irene & Glenn,Apartment,Private room,Real Bed,1,5,strict_14_with_grace_period,2,1.0,2.0,21,1.0,65.0,50.0,0.0,2,Australia,151.20377,-33.90017,85,98.0
424,Domus Porto Perfeito II,Fernanda E Alexandra,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,2.0,3.0,17,1.0,85.0,94.07480119284294,0.0,1,Portugal,-8.60898,41.14234,343,93.0
425,"Private apartment, small and comfortable.",Leander,Apartment,Entire home/apt,Real Bed,1,45,moderate,4,1.0,2.0,128,1.0,112.0,29.0,39.0,2,Brazil,-43.201524243404165,-22.816717211926136,120,99.0
426,Westin Kaanapali KORVN 2BR,Patty And Beckett,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,8,2.0,4.0,9,2.0,595.0,94.07480119284294,0.0,1,United States,-156.6917,20.93792,358,98.0
427,Habitación indiv con cama extra,Txus,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,2.0,79,1.0,49.0,94.07480119284294,10.0,1,Spain,2.1643,41.40211,329,94.0
428,Stunning Apartmet for Rio 2016,Eduardo,Apartment,Entire home/apt,Real Bed,15,1125,strict_14_with_grace_period,8,3.0,5.0,0,2.5,2201.0,94.07480119284294,0.0,1,Brazil,-43.31720122256538,-23.01212481214021,0,93.09924038225925
429,AMAZING VIEWS PENTHOUSE PARK GUELL,Enrique,Loft,Entire home/apt,Real Bed,1,365,moderate,2,1.0,1.0,188,1.0,61.0,30.0,0.0,2,Spain,2.16896,41.417,252,84.0
430,Berk Guesthouse Superior Double,Yeşim Evrensel,Boutique hotel,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,0,1.0,385.0,94.07480119284294,0.0,1,Turkey,28.98026,41.00733,365,93.09924038225925
431,"Park Slope Apt:, Spacious 2 bedroom",Elizabeth,Apartment,Entire home/apt,Real Bed,2,730,moderate,4,2.0,2.0,23,2.0,165.0,60.0,0.0,2,United States,-73.98082,40.67644,65,99.0
432,2+1 flat for rent,Musti,Apartment,Entire home/apt,Real Bed,180,1125,flexible,4,2.0,2.0,0,2.0,148.0,94.07480119284294,0.0,1,Turkey,28.9985,41.06309,365,93.09924038225925
433,Modern Luxury-Family Friendly Condo,Chelsey,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,6,2.0,3.0,15,2.0,250.0,185.0,0.0,1,United States,-156.44365,20.71322,131,89.0
434,Beautiful views of Sugar Loaf,Ione,Apartment,Private room,Pull-out Sofa,1,1125,strict_14_with_grace_period,2,1.0,1.0,3,1.0,317.0,94.07480119284294,0.0,1,Brazil,-43.181236294754925,-22.950189284501317,354,100.0
435,"Beautiful Apt, Tropical Resort, Steps to the Beach",Anke,Condominium,Entire home/apt,Real Bed,3,45,strict_14_with_grace_period,4,2.0,2.0,55,2.0,174.0,165.0,0.0,1,United States,-156.45649,20.76438,176,95.0
436,BOMBARDA Room,Fred,House,Private room,Real Bed,1,7,strict_14_with_grace_period,2,1.0,2.0,210,0.0,36.0,5.0,0.0,1,Portugal,-8.6127,41.14557,316,92.0
437,H. Potter theme place,Yunqiu,Apartment,Entire home/apt,Real Bed,10,90,flexible,4,2.0,3.0,0,1.0,110.0,94.07480119284294,0.0,1,United States,-73.96511,40.80302,0,93.09924038225925
438,Hospedagem em casa carioca da gema!,Carla,House,Private room,Real Bed,1,1125,flexible,3,1.0,2.0,0,2.0,56.0,94.07480119284294,0.0,1,Brazil,-43.24723543198432,-22.935874631596256,0,93.09924038225925
439,Large well-lit & quiet room in the Plateau,Yannick,Apartment,Private room,Real Bed,2,1125,moderate,3,1.0,1.0,7,1.0,35.0,10.0,15.0,2,Canada,-73.58359,45.52143,0,91.0
440,Super Central Cozy private room,Şerife,Apartment,Private room,Real Bed,2,5,flexible,4,2.0,2.0,0,1.0,148.0,80.0,150.0,1,Turkey,29.01941,41.06255,365,93.09924038225925
441,Renovated 2 Bedroom/2 Bathroom Apartment P0305,Maya,Serviced apartment,Entire home/apt,Real Bed,30,1125,moderate,7,2.0,3.0,2,2.0,195.0,0.0,12.0,6,Canada,-73.65637,45.5169,365,80.0
442,Lachine room+Free parking+Airport,Zzh,Bed and breakfast,Private room,Real Bed,1,1125,moderate,3,1.0,1.0,1,1.0,78.0,7.0,10.0,1,Canada,-73.69275,45.44423,0,93.09924038225925
443,Private entire second floor,Velma,House,Private room,Real Bed,1,1125,flexible,4,1.0,1.0,257,1.0,75.0,94.07480119284294,0.0,1,United States,-155.88241,19.31372,321,95.0
444,"Near Airport private room, 2 bedroom granny flat**",Shuang,Guest suite,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,469,1.0,60.0,15.0,0.0,2,Australia,151.15274,-33.937,84,95.0
445,Porto Beach Apartment T2 com garagem,Guedes,Apartment,Entire home/apt,Real Bed,4,365,strict_14_with_grace_period,5,2.0,4.0,13,2.0,129.0,90.0,25.0,4,Portugal,-8.68085,41.15722,311,97.0
446,A GEM IN THE HEART  OF BYZANTINE  ISTANBUL,Chronis,Apartment,Entire home/apt,Real Bed,5,30,strict_14_with_grace_period,4,2.0,2.0,39,1.0,385.0,268.0,179.0,4,Turkey,28.97312,41.03485,122,96.0
447,Rio de Janeiro- próximo ao Parque Olimpico,Marina,Apartment,Entire home/apt,Real Bed,10,1125,flexible,6,3.0,5.0,0,3.0,1044.0,94.07480119284294,0.0,1,Brazil,-43.48464195562192,-23.023927670410306,83,93.09924038225925
448,Family Matters | Historic Centre,Tomás,Apartment,Entire home/apt,Real Bed,2,1120,strict_14_with_grace_period,7,2.0,3.0,111,1.0,70.0,0.0,12.0,2,Portugal,-8.61723,41.14839,322,95.0
449,Luxury Apartment Diagonal (very sunny),Sabrina,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,2,1.0,1.0,5,2.0,75.0,65.0,0.0,1,Spain,2.14449,41.39264,365,96.0
450,CONDO SUR LE PARC JARRY,Anthony,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,3,1.0,1.0,8,1.0,181.0,94.0,27.0,2,Canada,-73.62176,45.53724,0,95.0
451,Apart Marcelo - Studio Catete,Marcelo,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,3,1.0,1.0,0,1.0,142.0,0.0,20.0,2,Brazil,-43.177426080553545,-22.927577252718976,340,93.09924038225925
452,High Floor-Ocean View! 2 Bed/2 Ba/1 Pkg WBT#1804,Captain Cook Resorts,Condominium,Entire home/apt,Real Bed,3,1125,super_strict_30,7,2.0,3.0,4,2.0,500.0,329.0,0.0,1,United States,-157.8238,21.2743,191,100.0
453,Old Montreal.  ( Rent for at least 12 months),Olga/Andrei,Condominium,Entire home/apt,Real Bed,3,1825,strict_14_with_grace_period,2,0.0,1.0,22,1.0,149.0,100.0,0.0,1,Canada,-73.55591,45.50488,0,90.0
454,"Studio, 20mins from airport,Istanbul Asian side",Seniz,Serviced apartment,Entire home/apt,Real Bed,13,180,strict_14_with_grace_period,2,1.0,2.0,8,1.0,121.0,105.0,158.0,2,Turkey,29.15641,40.91298,149,97.0
455,"A place near to the RAmbla ,but in a quite street",Anja,Apartment,Private room,Real Bed,1,14,flexible,2,1.0,1.0,3,1.0,100.0,15.0,30.0,1,Spain,2.17231,41.37749,89,93.09924038225925
456,21 baltic street,Baptiste,House,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,2.0,50.0,94.07480119284294,0.0,1,Australia,151.17393,-33.89695,0,93.09924038225925
457,Casa charmosa em Vargem Grande natureza e paz!,Gisela,House,Entire home/apt,Real Bed,2,30,flexible,3,2.0,2.0,3,1.5,164.0,150.0,50.0,1,Brazil,-43.49193864130802,-22.988157720342432,0,87.0
458,Beautiful Renovated studio in private duplex,Maryam,Apartment,Entire home/apt,Real Bed,2,8,flexible,2,1.0,1.0,0,1.0,60.0,50.0,0.0,1,Canada,-73.64172,45.46374,0,93.09924038225925
459,Lovely twin room in central flat,Maria Eulalia,Apartment,Private room,Real Bed,5,1125,moderate,2,1.0,2.0,93,1.0,39.0,94.07480119284294,0.0,1,Spain,2.17534,41.3843,43,94.0
460,Casa S. Miguel 6 - The Yellow House,Ana,Townhouse,Entire home/apt,Real Bed,2,90,moderate,8,3.0,5.0,58,2.0,150.0,0.0,25.0,4,Portugal,-8.61492,41.14228,310,99.0
461,Westin Kaanapali KORVS 2BR OCEAN VIEW,Patty And Beckett,Serviced apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,8,2.0,4.0,5,2.0,799.0,94.07480119284294,0.0,1,United States,-156.69171,20.93689,358,100.0
462,1201R Newly Renovated Waikiki Stay,Hawaii Dream Realty TEAM,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,0.0,1.0,42,1.0,88.0,100.0,0.0,1,United States,-157.82357,21.27638,334,85.0
463,Olimpíadas no Rio !,Daniel,Condominium,Entire home/apt,Real Bed,5,30,flexible,6,3.0,5.0,0,3.0,560.0,37.0,0.0,1,Brazil,-43.37173007478097,-22.88659803097737,365,93.09924038225925
464,Reduced! Special deal $119 Free Wifi,Molly,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,44,1.0,119.0,165.0,0.0,1,United States,-159.33923,22.01071,259,90.0
465,Appartement très tendance en plein centre ville.,Sébastien,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,2.0,3.0,18,1.0,90.0,50.0,0.0,1,Canada,-73.57039,45.51664,0,94.0
466,Sydney Olympic Park High Level Stunning View Apt,Nicole,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,2.0,2.0,105,2.0,188.0,69.0,30.0,3,Australia,151.07343,-33.84673,200,98.0
467,Amor do Rio,Ana Paula,Apartment,Private room,Real Bed,3,15,moderate,2,1.0,2.0,0,1.0,116.0,332.0,277.0,1,Brazil,-43.190120109264726,-22.97566753024888,345,93.09924038225925
468,(6) STUDIO IN OLD CITY SULTANAHMET,Hidir,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3,1.0,2.0,35,1.0,148.0,0.0,42.0,2,Turkey,28.98284,41.00577,361,89.0
469,Apartment in São Cristovão,Marcelo,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,5,2.0,5.0,0,1.0,351.0,150.0,0.0,1,Brazil,-43.228085475330346,-22.900619331797092,0,93.09924038225925
470,Modern bright spacious duplex apartment,Jonathan,Apartment,Entire home/apt,Real Bed,5,60,strict_14_with_grace_period,5,2.0,3.0,61,2.5,250.0,125.0,0.0,1,United States,-73.94332,40.8235,199,95.0
471,Green House in  Barra da Tijuca,Patricia,House,Private room,Real Bed,7,1125,strict_14_with_grace_period,5,1.0,7.0,2,1.0,701.0,200.0,100.0,4,Brazil,-43.32473578931987,-23.001941778015905,347,70.0
472,Cozy Room w/ Office | The Plateau Mont-Royal,Shane,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,8,1.0,81.0,25.0,20.0,1,Canada,-73.57605,45.53617,270,98.0
473,Stunning Oceanfront. Amazing Views. 2 Bed 2 Baths,Rajeev,Apartment,Entire home/apt,Real Bed,4,365,strict_14_with_grace_period,7,2.0,3.0,46,2.0,299.0,225.0,75.0,6,United States,-156.67924,20.971,132,100.0
474,Home mate,Mahmut,Apartment,Private room,Real Bed,1,1125,flexible,3,1.0,3.0,0,1.0,195.0,94.07480119284294,0.0,1,Turkey,29.01035,41.04368,365,93.09924038225925
475,Sydney Centre City View Studio Apartment,Inna,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,5,0.0,3.0,4,1.0,209.0,94.07480119284294,18.0,2,Australia,151.21367,-33.87702,308,60.0
476,The charming blue suite - Copacabana,Sergio,Townhouse,Private room,Real Bed,3,1125,flexible,2,1.0,1.0,64,1.0,101.0,0.0,900.0,2,Brazil,-43.19201873734328,-22.974614743860805,338,98.0
477,Enjoy! Your House during the Olympics!,Leticia,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,1,2.0,701.0,100.0,0.0,1,Brazil,-43.37061948569106,-23.00184648597161,0,100.0
478,Beautiful condo next to downtown/ Condo bien situé,Sofia,Condominium,Entire home/apt,Real Bed,2,40,moderate,4,2.0,2.0,66,1.0,102.0,0.0,11.0,2,Canada,-73.5702,45.46794,58,98.0
479,bonita y comoda habitacion en el piso céntrico,Nadiya Faybisheva/Alex,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,66,1.0,67.0,20.0,0.0,1,Spain,2.17304,41.37805,151,91.0
480,**YOUR ROOM IN OPORTO**,Ivo,Apartment,Private room,Real Bed,10,90,moderate,2,1.0,2.0,14,1.0,14.0,19.0,10.0,1,Portugal,-8.62705,41.17498,45,91.0
481,Elegance and Peace in Potts Point,Mariana,Apartment,Entire home/apt,Real Bed,1,31,moderate,2,0.0,1.0,92,1.0,125.0,80.0,0.0,1,Australia,151.22674,-33.87226,155,97.0
482,Apartamento/Flat T2 com vista mar,Mané,Apartment,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,4,2.0,3.0,13,1.0,112.0,40.0,0.0,1,Portugal,-8.75216,41.36439,363,100.0
483,SEALONA CENTER III,Marc,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1.0,2.0,20,1.0,130.0,50.0,10.0,2,Spain,2.17623,41.3921,0,98.0
484,Westin Kaanapali KORVN Studio  v3,Patty And Beckett,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,0.0,2.0,1,1.0,324.0,94.07480119284294,0.0,1,United States,-156.69268,20.93999,358,100.0
485,F1 weekend appartement à louer,Veronica,Apartment,Entire home/apt,Real Bed,3,15,flexible,2,1.0,1.0,0,1.0,240.0,94.07480119284294,0.0,1,Canada,-73.69114,45.44134,88,93.09924038225925
486,Cozy Private Bedroom - Williamsburg,Naomi,Apartment,Private room,Real Bed,3,14,moderate,1,1.0,1.0,1,1.0,60.0,50.0,0.0,1,United States,-73.94224,40.70806,0,100.0
487,"Kuhio Shores 215: Oceanfront, AC, Whale Watching Views",Great Vacation Retreats,Condominium,Entire home/apt,Real Bed,5,365,super_strict_60,6,2.0,4.0,3,2.0,400.0,204.0,0.0,1,United States,-159.47467,21.88174,306,100.0
488,Double room in the middle of Gracia,Anna,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,28,1.0,30.0,94.07480119284294,0.0,1,Spain,2.15738,41.40113,0,96.0
489,Apartamento 2 quartos em frente ao Rio Olympic Par,Luciano,Apartment,Entire home/apt,Real Bed,20,25,strict_14_with_grace_period,4,2.0,2.0,0,2.0,1306.0,261.0,1119.0,4,Brazil,-43.39714324266577,-22.973565284382087,83,93.09924038225925
490,"AVAILABLE, Poipu Beach, NEW OeanView Deck House",Reba,House,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,8,3.0,4.0,32,3.0,425.0,200.0,50.0,8,United States,-159.46435,21.88141,205,99.0
491,Perfect in Park Slope: EZ 2 NYC,Daniel,Apartment,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,2,1.0,2.0,57,1.0,175.0,50.0,25.0,2,United States,-73.97339,40.67274,0,94.0
492,Artsy 3BR in Plateau by Sonder,Sonder,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,6,3.0,3.0,18,1.0,177.0,132.0,7.0,6,Canada,-73.57517,45.51623,105,87.0
493,Bright room in Spacious house close to Airport,Angela,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,123,1.0,45.0,10.0,10.0,1,Australia,151.15248,-33.96822,315,98.0
494,One Step to China,Ada,Apartment,Private room,Real Bed,1,7,flexible,1,1.0,1.0,0,1.0,196.0,100.0,0.0,1,Hong Kong,114.00079,22.45054,0,93.09924038225925
495,Blue Mosque Special Apartment!,Ramazan,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,10,3.0,6.0,6,2.0,765.0,94.07480119284294,0.0,1,Turkey,28.97362,41.00493,357,100.0
496,Cozy apartment with cat at Ferikoy,Serenay,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,105.0,94.07480119284294,0.0,1,Turkey,28.97717,41.05221,0,93.09924038225925
497,Eliseos Luxury Apartment HUTB-001281,Schwarz,Apartment,Entire home/apt,Real Bed,3,334,strict_14_with_grace_period,6,3.0,3.0,34,2.0,300.0,94.07480119284294,30.0,4,Spain,2.16524,41.39478,286,94.0
498,Sunny & Spacious 1bdrm apt,Roshan,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1.0,2.0,36,1.0,149.0,75.0,0.0,1,United States,-73.92188,40.70699,70,89.0
499,Fantastic Apartment in LEBLON,Guilherme,Apartment,Entire home/apt,Real Bed,20,45,flexible,2,1.0,1.0,0,1.0,373.0,187.0,0.0,1,Brazil,-43.22016225270119,-22.984271127835317,89,93.09924038225925
500,Rio Olympic VIP Accommodations,David Fernanda Lucas Rafael,Apartment,Entire home/apt,Real Bed,7,31,flexible,3,3.0,3.0,0,2.5,1865.0,187.0,0.0,1,Brazil,-43.39766652363983,-22.972342293273257,0,93.09924038225925
501,Clarence House Apartment 1,Joanne  & Ali,Apartment,Entire home/apt,Real Bed,2,59,strict_14_with_grace_period,2,1.0,2.0,48,1.0,161.0,100.0,50.0,2,Australia,151.20637,-33.86903,319,87.0
502,Lindo e Aconchegante em Botafogo!,Valquiria,Apartment,Entire home/apt,Real Bed,30,1125,flexible,4,1.0,1.0,0,1.0,317.0,373.0,0.0,1,Brazil,-43.18131351174837,-22.943684656455243,90,93.09924038225925
503,Cute studio with Sydney Harbour Bridge views!,Millie,Apartment,Entire home/apt,Real Bed,2,31,strict_14_with_grace_period,2,1.0,1.0,130,1.0,100.0,50.0,0.0,1,Australia,151.21491,-33.84125,52,96.0
504,"Casa MARAVILHOSA, 5 suites OLIMPIADAS RIO 2016",Claudia,House,Entire home/apt,Real Bed,20,60,flexible,10,5.0,6.0,0,4.0,5595.0,448.0,0.0,1,Brazil,-43.47391922093498,-23.012075020670952,0,93.09924038225925
505,Studio for the 2016 Olympics,Fernando,Apartment,Entire home/apt,Real Bed,30,1125,flexible,2,0.0,2.0,0,1.0,298.0,150.0,0.0,1,Brazil,-43.1863834979925,-22.968671225549844,358,93.09924038225925
506,The Porto Concierge - Beach Manor,Jorge,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2.0,29,1.5,100.0,20.0,10.0,2,Portugal,-8.67559,41.15223,47,90.0
507,Excellent apartment between Copacabana and Ipanema,Ursula,Apartment,Entire home/apt,Real Bed,10,360,strict_14_with_grace_period,4,2.0,2.0,0,1.5,1000.0,200.0,0.0,1,Brazil,-43.19406487887688,-22.981423139099054,362,93.09924038225925
508,A Dorm Bed In the Best Location,Engin,Hostel,Shared room,Real Bed,2,14,moderate,4,1.0,1.0,0,1.0,84.0,94.07480119284294,83.0,1,Turkey,28.98424,41.03494,365,93.09924038225925
509,Confortable Guest House,Caroline,Guesthouse,Entire home/apt,Real Bed,2,1125,moderate,4,1.0,2.0,6,2.0,142.0,100.0,100.0,2,Brazil,-43.24255553505414,-22.934620607988,179,100.0
510,Huge room in the heart of Ipanema!,Hugo,Apartment,Private room,Real Bed,4,1125,strict_14_with_grace_period,4,1.0,2.0,3,2.0,149.0,63.0,72.0,2,Brazil,-43.20125680079976,-22.982915687464345,0,100.0
511,Beautiful 3 1/2 apartment Montreal,Farid,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3,1.0,1.0,3,1.0,62.0,94.07480119284294,0.0,1,Canada,-73.58003,45.49826,0,80.0
512,"Fresh, Simple Sleep in Brooklyn!",Chris And Zach,Apartment,Private room,Real Bed,1,40,strict_14_with_grace_period,1,1.0,1.0,221,1.0,53.0,15.0,10.0,1,United States,-73.94838,40.64895,128,96.0
513,"Large 1/1 in Waikiki, (Family Friendly!)",Jean-Michel,Condominium,Entire home/apt,Real Bed,5,600,moderate,5,1.0,3.0,73,1.0,119.0,300.0,0.0,2,United States,-157.82726,21.28198,46,99.0
514,Oporto Central Flat,Laurinda Nunes,Apartment,Entire home/apt,Real Bed,28,150,strict_14_with_grace_period,4,2.0,4.0,13,1.0,30.0,10.0,0.0,1,Portugal,-8.6495,41.1555,144,98.0
515,Paradise Mopeds and beds 2 (Shared),Steve,House,Shared room,Real Bed,1,1125,strict_14_with_grace_period,1,1.0,1.0,109,1.5,35.0,5.0,35.0,1,United States,-157.83768,21.29013,361,85.0
516,Calm room Barcelona,Kevin,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,1,1.0,25.0,94.07480119284294,0.0,1,Spain,2.19001,41.42083,0,100.0
517,Apartamento em Oliveira do Douro,Thompson,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,3.0,4.0,41,2.0,50.0,10.0,10.0,2,Portugal,-8.5906,41.11846,361,94.0
518,"Breathtaking Ocean Beach Condo Kaanapali , Maui!",Karlos,Apartment,Entire home/apt,Real Bed,7,90,strict_14_with_grace_period,2,1.0,1.0,27,1.0,150.0,100.0,0.0,1,United States,-156.64867,21.00432,0,92.0
519,Haena to re-open in 2019! Ocean Views! Newly added A/C in all rooms! - Haena Kai,Kahea,House,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,7,3.0,4.0,7,2.0,604.0,578.0,0.0,7,United States,-159.54745,22.22264,0,100.0
520,East Village Living,Erica,Apartment,Entire home/apt,Real Bed,30,180,strict_14_with_grace_period,2,0.0,1.0,32,1.0,140.0,55.0,0.0,1,United States,-73.98717,40.72665,14,99.0
521,"Direct Beach/Ocean front, 20 Steps to the Water!",Angelica,Loft,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,2.0,2.0,41,2.0,300.0,250.0,75.0,4,United States,-156.6868,20.95465,306,97.0
522,Perfect Williamsburg Summer Haven,Holly,Apartment,Entire home/apt,Real Bed,2,10,strict_14_with_grace_period,2,2.0,1.0,15,1.0,125.0,50.0,0.0,2,United States,-73.94332,40.71109,0,100.0
523,Bright Architectural Oasis w/Chef’s Kitchen #10305,Jamie,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2.0,2.0,40,1.0,375.0,160.0,25.0,4,United States,-73.94704,40.8053,342,96.0
524,Um Quarto Aconchegante em Ipanema,Teresa,Apartment,Entire home/apt,Real Bed,5,21,flexible,4,1.0,3.0,38,1.0,201.0,80.0,50.0,3,Brazil,-43.19317787872534,-22.98846987088959,3,97.0
525,Chic City Pad with Leafy Outlook,Victoria,Apartment,Entire home/apt,Real Bed,1,1124,strict_14_with_grace_period,2,0.0,0.0,206,1.0,119.0,100.0,20.0,2,Australia,151.22488,-33.87049,205,98.0
526,M&M Space MM2  Apartamento no centro da cidade,Maria,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2.0,18,1.0,65.0,0.0,0.0,1,Portugal,-8.60154,41.14834,301,96.0
527,Monte dos Burgos - Cosy Room,Patrícia Sousa Casimiro,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,5,1.0,26.0,8.0,5.0,2,Portugal,-8.63082,41.18075,46,96.0
528,2 Bedrooms in front of Olympic Arena,Marcio,Apartment,Entire home/apt,Real Bed,10,1125,flexible,5,0.0,2.0,0,2.0,500.0,94.07480119284294,0.0,1,Brazil,-43.3917485723414,-22.970026056556843,88,93.09924038225925
